INT	INT	STRING	STRING	STRING	STRING	STRING	INT
555	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G如果霓虹灯内所充的气体为氖气将发出：	白色光	橙色光 	银白色	橘黄色	2
556	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G猫和老虎是什么科？ 	犬科	猫科 	鼠科	鹿科	2
557	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哈巴狗的祖荫之地是：	印度	中国 	波斯	日本	2
558	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G地中海与大西洋之间的海峡是：	西班牙海峡	直布罗陀海峡 	巴士海峡	德雷克海峡	2
559	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G当球体直径增加一倍时，其体积增加几倍？	1倍	8倍 	10倍 	16倍	2
560	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一品红的“花朵”实际是：	根	叶子 	茎	果实	2
561	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一般应急灯采用的蓄电池是多少伏？	5V	12V 	20V	25V	2
562	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪一种不属于清洁型能源：	水能	石油	风能	潮汐能	2
563	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上有几种淡水豚？	1种	4种 	10种	100种	2
564	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G脑神经的迷走神经是：	脑桥神经	脑干神经	混合神经	视神经	3
565	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古人有“拼死吃河豚”一说，河豚的毒素主要在：	血液	肾脏	血液和肝脏 	河豚肉	3
566	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G消化系统中最重要的消化和吸收的器官是：	大肠	直肠	小肠 	胃	3
567	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一个进入太空的宇航员是：	阿姆斯特朗	阿尔德林	加加林 	杨利伟	3
568	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G导致全球海平面持续上升的最主要原因是：	厄尔雷诺现象	拉尼娜现象	温室效应	暖流交汇	3
569	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蘑菇是一种：	动物	植物	真菌 	微生物	3
570	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G青蛙在幼年（蝌蚪）时用什么呼吸？	肺	皮肤	鳃 	肺泡	3
571	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蚕豆苗在阳光下进行光合作用的产物主要是？	二氧化碳	淀粉	氧气和淀粉 	氧气和水	3
572	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G天文学上用“天文单位”作为测量天体之间距离的单位，它指的是：	光每秒的速度	光年	太阳与地球距离 	月球与地球距离	3
573	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的温度计是谁发明的？	达芬奇	牛顿	伽利略 	门捷列夫	3
574	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G长颈鹿的寿命约为：	5年	100年	50年	30年 	4
575	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“红十字”是有哪国国旗演变而来？	瑞典	挪威	芬兰	瑞士 	4
576	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G保险丝常采用么材料？	铜镍合金	铅铝合金	碳钢合金	铝锑合金 	4
577	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G溶液的ph值大于7时，溶液显什么性？	中性	酸性	腐蚀性	碱性	4
578	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的活字印刷是由谁发明的：	蔡伦	徐霞客	郦道元	毕昇 	4
579	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G自由落体定律由谁发现？	牛顿	亚里士多德	达尔文	伽利略 	4
580	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G到目前为止，我们所发现的最大的恐龙是：	霸王	三角龙	梁龙	震龙 	4
581	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为“潜水冠军”的动物是：	抹香鲸 	虎鲸	虎鲨	白鲨	1
582	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位科学家被称为“杂交水稻之父”：	袁隆平 	梁思成	钱学森	邓稼先	1
583	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G从进化的角度来说，以下哪个动物是第一个真正用声带来鸣叫的动物？	青蛙 	麻雀	公鸡	黄鹂	1
584	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G珍妮纺纱机的发明者是：	哈格里夫斯 	哈尔科夫	爱迪生	莱布尼兹 	1
585	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早发现x射线的科学家是：	伦琴 	西门子	拜耳	辉瑞	1
586	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G白鳍豚是哪国特有的一种极为罕见的珍贵动物？	中国 	俄罗斯	埃及	印度	1
587	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G植物界中最高等的植物类型是：	种子植物 	裸子植物	被子植物	蕨类植物	1
588	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G地球自转是形成昼夜更替的主要原因，地球的自转速度是：	1600公里每小时 	4万公里每小时 	1万公里每小时 	5000公里每小时 	1
589	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一个不是地中海沿岸国家？ 	卢森堡 	意大利	法国	突尼斯	1
590	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“避役”俗称什么：	变色龙 	壁虎	蝎子	蜘蛛	1
591	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G太阳上最丰富的元素是哪一种？	氢 	氧	氩	氦	1
592	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代所说的“促织”是指：	螳螂	蟋蟀 	蝗虫	蜈蚣	2
593	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G热带和亚热带地区体型最大的鹿类是：	梅花鹿	水鹿 	麋鹿	驯鹿	2
594	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G狗的汗腺是长在：	毛皮上	舌头上的 	背上	腹部	2
595	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G适于运动时配戴，能清晰辨别颜色的太阳镜是：	蓝色的	灰色的 	褐色的	黑色的	2
596	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪种是冷血动物？	麋鹿	蛇 	猫	老鼠	2
597	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G阑尾是身体上什么器官的俗称？	十二指肠	盲肠 	直肠	小肠	2
598	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G1970年，霍金博士意识到并且成功证明了：	宇宙爆炸理论	黑洞边界定理 	时间扭曲理论	反物质论	2
599	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪一种昆虫会对青菜生长产生危害？	七星瓢虫	蜗牛 	蝴蝶	蜜蜂	2
600	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蝙蝠依靠什么辨别方向和觅食？	视觉	声音 	嗅觉	味觉	2
601	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪一种鱼是胎生？	大黄花鱼	鲨鱼	鲈鱼	带鱼	2
602	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G遗传学家孟德尔的职业是：	祭司	牧师 	医生	商人	2
603	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下哪个是没有农业的国家？ 	法国	荷兰	摩纳哥 	奥地利	3
604	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在我国，被称为“六不像”的动物是：	麋鹿	河马	扭角羚 	犀牛	3
605	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G酸雨的形成是主要是由于什么污染造成的？	臭氧	一氧化氮	二氧化硫 	二氧化碳	3
606	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G血液在人体内循环一周需要的时间是：	5秒	60秒	20秒 	100秒	3
607	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G黄河流经于几个省？	5个	11个	9个 	15个	3
608	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海洋占地球表面积的：	45%	55%	71%	89%	3
609	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人看到电影的连续画面是因为：	错觉	放映机播速快	视觉暂留现象 	连续播放	3
610	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《物种起源》中的“自然选择”又称为：	物种进化	弱肉强食	适者生存	生物演变	3
611	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G石竹的同属香石竹称：	非洲菊	百合	康乃馨 	满天星	3
612	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G两栖类的祖先是：	爬行类	恐龙	鱼类 	不清楚	3
613	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“三北”防护林体系不包括的省区是：	河北	内蒙古	河南 	山西	3
614	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪种昆虫飞行速度最快？	蝴蝶	蜜蜂	蜻蜓 	蝙蝠	3
615	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蝉的卵产在：	泥土中	枯木中	树上 	水边的泥土中	4
616	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G太阳系中最大的行星是：	土星	水星	金星	木星 	4
617	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有“风车之国”美誉的国家是：	比利时	卢森堡	捷克	荷兰 	4
618	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G望月的月相叫什么？	牙月	弯月	玄月	满月	4
619	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G声音在哪里传播的更快？	水中	木材	空气	金属	4
620	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G传说中的“凤凰”的原型是什么?	孔雀	乌鸡	鹦鹉	雉鸡 	4
621	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最小的岛国瑙鲁国位于：	亚洲	南美洲	非洲	大洋洲 	4
622	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G电话的发明者是：	爱迪生	莱布尼兹 	瓦特	贝尔 	4
623	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海胆属于：	鱼类	浮游生物	腔肠动物	棘皮动物 	4
624	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人脑中控制人平衡力的是：	大脑	脑桥	脑干	小脑 	4
625	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪种物质在空气中能够自燃？	红磷	酒精	火碱	白磷 	4
626	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G领土最狭长的国家是：	中国	美国	印度	智利 	4
627	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列属于食肉动物的有：	羊	牛	鸭	狼 	4
628	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上哪个大洋的岛屿最多	印度洋	大西洋	北冰洋	太平洋	4
629	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G河马生活在：	非洲	东南亚	南欧	南美	1
630	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G四川的哪一种稀有金属矿，占世界总储量的82%？	钛 	稀土	铁	铜	1
631	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G含铂量千分数不小于多少的铂金称足铂金。	990	950	925	1000	1
632	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G是谁与牛顿争夺微积分发现的优先权？	莱布尼兹 	霍金	约翰·纳什	不清楚	1
633	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G油菜的花冠形状是：	十字形 	一字型	锥形	星型	1
634	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上第一座水磨安装在哪里 	德国莫塞尔河 	英国泰晤士河	德国莱茵河	法国马赛河	1
635	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G谁在1911年提出如下的原子的核式结构学说	卢瑟福 	爱因斯坦	海森堡	奥本海默	1
636	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G许多科学家认为宇宙起源于一次大爆炸，宇宙的年龄是：	约200亿年 	约50亿年 	约10亿年 	约100亿年 	1
637	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人类的第一个化学发现是对什么的认识和利用？	火	水	木	矿石	1
638	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G青蛙是用什么进行呼吸的：	肺和皮肤 	肺	皮肤	肺泡	1
639	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上最高的一个洲是？	南极洲	亚洲	南美洲	大洋洲 	1
640	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G瓦特是什么物理单位：	功率	焦耳	伏特	欧姆	1
641	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G马是怎样睡觉的：	站着睡 	卧着睡	趟着睡	不清楚	1
642	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人类第一次登上月球是乘坐：	阿波罗1号 	阿波罗11号 	阿波罗16号 	阿波罗17号 	2
643	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我们饮用的各种酒都含有的有机物：	乙醚	乙醇 	甲醇	甲醛	2
644	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界洋流中最强大的暖流是：	北大西洋暖流	墨西哥湾暖流	加速尔暖流	西太平洋暖流	2
645	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G星际航行理论的开创者是下列哪位科学家？	奥本海默	齐奥尔科夫斯基	海森堡	爱因斯坦	2
646	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蓄电池的主要制作原料是：	汞	铅 	铁	镍	2
647	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G彩虹的光环最内侧的颜色是：	红色	紫色 	蓝色	橙色	2
648	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G法国自然主义理论家左拉主张用生理学和另一门什么科学来研究社会和人？	社会学	遗传学 	心理学	民族学	2
649	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G石油在地球上分布最多的的地区是：	北非	中东	英国北海	中国南海	2
650	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G号称“石油海峡”的是：	马六甲海峡	直布罗陀海峡	霍尔木兹海峡 	德雷克海峡	3
651	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人类第一次发现来自宇宙的无线电波是在哪一年？	1921	1946	1931	1960	3
652	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G青霉素是哪国科学家发明的？	法国	美国	英国 	瑞士 	3
653	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大陆冰川主要分布在：	喜马拉雅山脉	北冰洋	南极和格陵兰岛 	安第斯山脉	3
654	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以保护野生大熊猫为主的保护基地是： 	黄石公园 	伦敦动物园	卧龙基地	上野公园	3
655	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“东山再起”这个典故出自：	谢玄	王安石	欧阳修	谢安	4
656	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“东床快婿”原本是指	张易之	潘安	苏轼	王羲之	4
657	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“程门立雪”这个典故讲的宋朝的杨时与名士程颐，那么杨时等待的目的是：	拜师	结拜	探望	拜访	4
658	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“初出茅庐”中的“茅庐”本意是指	山村	名士寓所	隐士隐居之地	诸葛亮的住处	4
659	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“东施效颦”出自：	《孟子》	《汉书》	《史记》	《庄子》	4
660	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“釜底抽薪”中的釜是炊具。除做炊具外，在我国古代还有一种重要的用途是：	量器	酒器	祭器	不清楚	1
661	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“画龙点睛”的传说中被点睛的龙会	飞走	赋予生命	达成愿望	不清楚	1
662	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“汗流浃背”的典故出自西汉周勃，他“汗流浃背”的原因是	答不出皇帝问题	皇帝要处罚他	答不出老师问题	在两军阵前胆怯	1
663	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“金屋藏娇”的故事与哪位皇帝有关	汉武帝	汉景帝	隋炀帝	汉成帝	1
664	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“结驷连骑”中的“骑”指的是：	一人一马 	战马	捷报	骑兵	1
665	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“乐不思蜀”指的是	刘禅	赵构	袁术	司马睿	1
666	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“秦失其鹿”中的鹿是指	皇帝之位	亡国	万里江山	皇帝玉玺	1
667	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“琴棋书画”中的“棋”是指	象棋	围棋	五铢棋	将棋	2
668	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“蜀犬吠日”的意思是	多管闲事	少见多怪	目光短浅	心胸狭窄	2
669	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“文过饰非”中的“文”是指	过错	掩饰	心事	私欲	2
670	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“尚方宝剑”中的“尚方”最初指的是	皇帝手书	官署名	宝剑名字	皇帝授权	2
671	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“一狐之腋”比喻	味道难闻	狡猾善变	珍贵的事物	病痛缠身	3
672	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G亡羊补牢中的“牢”指的是	地牢	官府的牢房	牲口圈	不清楚	3
673	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G乔丹带领芝加哥公牛队几次夺得NBA总冠军？	5	4	8	6	4
674	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G首届中日围棋擂台赛在哪一年举行？	1995年	1990年	1988年	1985年	4
675	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国有史以来的第一个“棋圣”是谁？	马晓春	常昊	李昌镐	聂卫平  	4
676	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国参加奥运会次数最多的运动员是谁？	许海峰	伏明霞	李宁	王义夫	4
677	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国著名体操选手李宁是什么民族的？	满族	回族	蒙古族	壮族 	4
678	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位中国选手第一个在奥运会体操项目上，成功地完成了“团身后空翻三周”？	桑兰	李宁	李小鹏	李小双 	4
679	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪一年谢军战胜齐布尔达尼泽，成为中国第一个国际象棋世界冠军？ 	1990年	1991年  	1995年  	1997年  	2
680	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G贝利曾参加过哪一部电影的拍摄？	《罗马假日》	《北非谍影》	《辛格勒名单》	《胜利大逃亡》  	4
681	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G卡洛斯是哪国人？	巴西 	西班牙	葡萄牙	南非	1
682	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国跳水队从哪一年首次出征奥运会？	1984	1988	1992	1996	1
683	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界四大洋中面积最小的是	北冰洋	加勒比海	地中海	南大洋	1
684	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列海洋中哪一个是我国最大的海?	南海 	黄海	东海	渤海	1
685	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G按年呑吐量算世界最大的港口是：	鹿特丹港	加莱港	香港	纽约港	1
686	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国是于哪一年宇宙飞船登月成功?	1966	1970	1976	1979	1
687	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列我国名茶中哪一种是产于福建安溪：	铁观音 	碧螺春	武夷岩茶	毛尖	1
688	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G吉林省抚松县被人们称为是哪种药材之乡?	人参	田七	当归	鹿茸	1
689	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G石头城是对我国哪座城市的美称?	南京	苏州	杭州	扬州	1
690	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“山城”是我国哪座城市的雅号?	重庆	成都	武汉	安庆	1
691	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G峨眉山位于我国哪个省份?	四川	湖北	湖南	广西	1
692	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“鲁”是我国哪个省份的简称：	山东 	陕西	山西	河北	1
693	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界部分首都是以人名命名的，下列哪个不是：	华盛顿	莫斯科	巴黎	科伦坡 	2
694	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列河流哪一条是世界流程最长：	长江	尼罗河	亚马孙河	密西西比河 	2
695	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界最大的内陆国是：	阿富汗	哈萨克斯坦 	瑞士	蒙古 	2
696	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个岛国不是欧洲国家?	爱尔兰 	马尔代夫	马耳他 	冰岛	2
697	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个国家被称为“袋鼠之国”?	索马里	澳大利亚 	新西兰	肯尼亚	2
698	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界国土面积最小的国家是：	摩纳哥	梵蒂冈 	瑙鲁	图瓦卢 	2
699	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界石油储量最多是哪一个国家?	伊拉克 	沙特阿拉伯	伊朗	科威特 	2
700	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G请问：火车连续发出两声长鸣，这表示：	前进	倒退	停留 	故障 	2
701	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G轮船发出六声短笛，这是表示什么呢?	倒退 	避让	遇险 	求救 	3
702	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列著名宫殿哪个位于英国?	故宫	凡尔赛宫	白金汉宫	克里姆林宫 	3
703	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列五岳中哪座称“中丘”：	泰山	华山	嵩山 	衡山 	3
704	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪座山不属于我国四大佛山之一：	五台山	九华山	雁荡山	普陀山	3
705	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国最大的佛像是哪一座?	潼南金佛 	屏山大佛	乐山大佛	荣成大佛	3
706	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国现有四大古桥，其中哪座位于广东潮州?	赵州桥	芦构桥	湘子桥	洛阳桥 	3
707	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一座寺院位于南京市：	龙岩寺	国清寺 	栖霞寺	玉泉寺	3
708	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列我国哪个古迹被誉为“世界八大奇迹”：	万里长城 	乐山大佛	秦始皇兵马俑	敦煌 	3
709	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国四大名亭中哪一座亭名是毛泽东题的?	醉翁亭	陶然亭 	爱晚亭	湖心亭	3
710	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列我国名泉中哪一眼位于杭州：	观音泉	趵突泉	招隐泉 	虎跑泉	4
711	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国第一座国家森林公园是：	武夷山	长白山	九寨沟	张家界	4
712	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列名关哪一座被称为“天下第一关”?	居庸关 	娘子关 	潼门关	山海关 	4
713	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国“自由女神”座落在哪个城市?	华盛顿	洛杉机	旧金山 	纽约 	4
714	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列著名建筑物哪个不属于法国?	凯旋门	埃菲尔铁塔 	卢浮宫	比萨斜塔 	4
715	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G格林尼威天文台位于哪个城市?	华盛顿 	巴黎 	柏林	伦敦	4
716	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G你知道世界最高的塔是哪一座?	埃菲尔铁塔	东柏林塔	莫斯科塔	多伦多塔 	4
717	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国古代项羽“破釜沉舟”战胜秦军是在哪次战役?	牧野之战	官渡之战	昆阳之战 	巨鹿之战	4
718	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪次古代著名战役确立了三国鼎立局面?	官渡之战	夷陵之战	长平之战	赤壁之战 	4
719	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G和平解放北平是在解放战争三大战役中哪一次?	辽沈战役	淮海战役	渡江战役	平津战役 	4
720	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国进行抗美援朝是在哪一年?	1950年	1951年	1952年	1953年	1
721	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国抗日战争期间八路军的总指挥是：	朱德	毛泽东	左权	彭德怀	1
722	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列我国军事家中哪位不是“十大元帅”之一?	毛泽东 	叶剑英	陈毅	林彪	1
723	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国人民解放军第一位女将军是：	李贞 	邓颖超	贺子珍	蔡畅 	1
724	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国现存最早的兵书是：	《孙子兵法》	《吴子》	《孙膑兵法》 	《六韬》 	1
725	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G比喻变被动为主动是“三十六计”中的哪一计?	反客为主	李代桃僵	声东击西 	欲擒故纵	1
726	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第二次世界大战中死亡人数最多的国家是：	中国	苏联	德国	日本	1
727	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G二战后，被处死的曰本甲级战犯中哪位时任内阁首相?	东条英机	广田弘毅	松井石根 	山下奉文	1
728	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个主权国家中没有军队?	安道尔 	瑞士	挪威	海地	1
729	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国军用飞机编号“F”的含义是指哪类型飞机?	攻击机 	战斗机	轰炸机 	反潜机 	2
730	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国古代“十八般武艺”中第十八是“白打”意思是：	打空拳	徒手搏斗 	用白巾作武器	用白棒打	2
731	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列火炮哪一种主要是作防空武器?	加农炮	高射炮 	迫击炮 	火箭炮 	2
732	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G洲际导弹的射程一般在多少公里以上?	一百	一万 	一千	十万 	2
733	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国有一个专门进行核试验的“原子城”，它位于：	内蒙古	新疆	青海	四川 	2
734	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“隐形飞机”是指什么样的飞机?	体积太小	雷达测不到 	飞行太高看不见 	可以超音速巡航	2
735	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列三类导弹中哪一种飞行高度较低，隐蔽性强?	巡航式导弹	飞航式导弹	弹道式导弹 	空地导弹	2
736	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国卫星火箭发射基地“西昌”位于：	西藏 	四川	新疆	青海	2
737	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G称得上火炮的口径需在多少毫米以上?	15	20	30	40	2
738	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G枪弹的用途不同，弹头的颜色各异，燃烧弹弹头是什么颜色?	黄的	红色	绿色	黑色	2
